temperature,humidity,pressure,image
0.9989625091107872,0.1579139414850357,1.0,0.0
0.9876274940779883,0.13367816471998725,0.95,0.0
0.9748301977040816,0.13497038423565308,0.9,0.0
0.9615339718476676,0.13387686721290143,0.85,0.0
0.9481260249635568,0.12659280131177483,0.8,0.0
0.9191397708637026,0.11570468115285178,0.7,0.0
0.9024719273870262,0.11653311768784919,0.65,0.0
0.8842217110058307,0.1300300342058167,0.6,0.0
0.865845025510204,0.16100210506385595,0.55,0.0
0.8468970367164723,0.1881608051440741,0.5,0.0
0.8255756878644315,0.2601945779221013,0.45,0.0
0.8121652924562683,0.25063571908579785,0.4,0.0
0.934114203717201,0.11444290217103495,0.75,0.0
0.8450478316326531,0.18732830454629937,0.5,0.0
0.9622736538811953,0.130848799102902,0.85,0.0
0.811536762026239,0.2853662576031748,0.4,0.0
0.8647438729956268,0.14455739887731342,0.55,0.0
0.8843592838921283,0.12760447768046634,0.6,0.0
0.9019474877004373,0.10058884699930215,0.65,0.0
0.9180692533709912,0.11433577901920135,0.7,0.0
0.9331483463921282,0.11686123621229755,0.75,0.0
0.9479493326348396,0.12572656405487712,0.8,0.0
0.9756455562135571,0.13088726027782335,0.9,0.0
0.8258677455357143,0.2701870579217341,0.45,0.0
0.9870777719569973,0.12720050240147376,0.95,0.0
0.9980769975400875,0.14575534941043672,1.0,0.0
0.918625011388484,0.11185994149123124,0.7,0.0
0.8842386229045189,0.10321218321779904,0.6,0.0
0.9476028380102041,0.12832932757124738,0.8,0.0
0.9613174198250729,0.12967769535565674,0.85,0.0
0.9744353020225948,0.13323323515770352,0.9,0.0
0.8643415178571429,0.1318867128417966,0.55,0.0
0.8443743166909621,0.2075812006912279,0.5,0.0
0.8248048013848395,0.3167915092451784,0.45,0.0
0.8116470025510202,0.27539207256872206,0.4,0.0
0.9025682739613705,0.09684512660590654,0.65,0.0
0.9335046920553935,0.12441197276361696,0.75,0.0
0.9868869579081633,0.14844199828501697,0.95,0.0
0.9958032297740524,0.1724303067239873,1.0,0.0
0.901173184675656,0.0956277152884537,0.65,0.0
0.8639341517857141,0.1374372742537412,0.55,0.0
0.917305370809038,0.10933422949514426,0.7,0.0
0.9317000159438774,0.12063693002184914,0.75,0.0
0.9464499248360059,0.12188027436434815,0.8,0.0
0.9602654655612245,0.1257364355087255,0.85,0.0
0.9730206814868805,0.12817881852199878,0.9,0.0
0.8440082908163266,0.24048710562404366,0.5,0.0
0.9847829354956266,0.15457620824166124,0.95,0.0
0.9953918777332361,0.18095746783881814,1.0,0.0
0.8832786306486882,0.11035958879567187,0.6,0.0
0.8113823911260933,0.2752962470266808,0.4,0.0
0.8252324959001458,0.3181492947817399,0.45,0.0
0.9839420098396502,0.11557237428807306,0.95,0.0
0.824327168367347,0.3168703452193925,0.45,0.0
0.996411773414723,0.10803511328315889,1.0,0.0
0.9723364613702624,0.11808606786427975,0.9,0.0
0.8109728612427114,0.31206431086480735,0.4,0.0
0.959233725856414,0.11560182217221611,0.85,0.0
0.9456137254008745,0.10908700621945931,0.8,0.0
0.9311250683309038,0.10175405737912187,0.75,0.0
0.9159904564504373,0.08929982689608774,0.7,0.0
0.8992785395408162,0.0854233124777645,0.65,0.0
0.8807652491800291,0.10843746105765324,0.6,0.0
0.8610821906887756,0.13486555639088504,0.55,0.0
0.8403917069059765,0.2375541689650263,0.5,0.0
0.8611104910714286,0.16007727353620158,0.55,0.0
0.8813449799562683,0.11077635034781254,0.6,0.0
0.9166073706268222,0.09305252251518067,0.7,0.0
0.9314766308309038,0.10567447080538894,0.75,0.0
0.9459207589285715,0.1169674273733358,0.8,0.0
0.9596995148505831,0.1281436381777607,0.85,0.0
0.9726235650510204,0.12187957503664956,0.9,0.0
0.9850518176020409,0.12087063190128489,0.95,0.0
0.9965642082725947,0.11313624939124658,1.0,0.0
0.8997566280976677,0.08516178372143697,0.65,0.0
0.8404082202077259,0.277637792973089,0.5,0.0
0.8090902879008747,0.3572090450569765,0.4,0.0
0.8209890328899417,0.35874389920437066,0.45,0.0
0.8611014941690962,0.16100022387950677,0.55,0.0
0.8812213010204082,0.10951214564601608,0.6,0.0
0.9172187044460641,0.09172271313658927,0.7,0.0
0.9004878826530612,0.08511037386734727,0.65,0.0
0.9324269428753644,0.10804134915500226,0.75,0.0
0.9842340675109329,0.13441553850243718,0.95,0.0
0.9601824435131195,0.1344675579239281,0.85,0.0
0.9972994487973761,0.1208598533716265,1.0,0.0
0.9716046373906706,0.1406965902677478,0.9,0.0
0.9453373838374636,0.1206623815030305,0.8,0.0
0.8407443513119534,0.2810162300957281,0.5,0.0
0.8214589786807577,0.35846583044676883,0.45,0.0
0.8046255466472303,0.358571950688546,0.4,0.0
0.8988407092747813,0.12055024347801241,0.65,0.0
0.8823877664905247,0.10949282374728676,0.6,0.0
0.916960926111516,0.12375713169798055,0.7,0.0
0.9314079013301749,0.12848802588229566,0.75,0.0
0.9452725264212828,0.14590895284096633,0.8,0.0
0.9587641786625365,0.1598586873125741,0.85,0.0
0.9717595207725948,0.1610809105448235,0.9,0.0
0.9845681486880467,0.13066695813285395,0.95,0.0
0.9968525646865889,0.10678258459334473,1.0,0.0
0.8221753712645773,0.3324161464944101,0.45,0.0
0.8040574890670554,0.43850324142005265,0.4,0.0
0.8626321633564141,0.12070692665156707,0.55,0.0
0.8427299334912538,0.20751421423538172,0.5,0.0
0.9590091449526239,0.12650808227494317,0.85,0.0
0.8208967292274052,0.27393148123219596,0.45,0.0
0.8419640010021866,0.212623191282168,0.5,0.0
0.8612995399052479,0.16828824562888747,0.55,0.0
0.88016593021137,0.12836149302325645,0.6,0.0
0.9709601061406705,0.14457241810220733,0.9,0.0
0.9155000683309038,0.11420847767278826,0.7,0.0
0.9314029473396501,0.10990454120354831,0.75,0.0
0.9459365889212829,0.10999032422818453,0.8,0.0
0.9962024530794461,0.14221304188036687,1.0,0.0
0.8983052227587464,0.11289701716189926,0.65,0.0
0.9840536739249272,0.15212607275567053,0.95,0.0
0.8040895476494169,0.3085374627930091,0.4,0.0
0.8209771319241983,0.2692490856860778,0.45,0.0
0.8056140101129736,0.30815277407127906,0.4,0.0
0.9587865000911079,0.12565034128075975,0.85,0.0
0.9455230730685129,0.10967816038945952,0.8,0.0
0.9310258746355685,0.1121209750440907,0.75,0.0
0.915122084548105,0.11582347192821701,0.7,0.0
0.8979380010932945,0.11256124282729542,0.65,0.0
0.8795424107142855,0.12105488525636694,0.6,0.0
0.8608119989067056,0.16352249249732778,0.55,0.0
0.8412784712099125,0.2036597959817416,0.5,0.0
0.9945024940779883,0.14947487047381602,1.0,0.0
0.9825424221027699,0.14223416181365953,0.95,0.0
0.9707832999271135,0.1462429392679843,0.9,0.0
